priority,report,source,reasons
P0,"00-books-result/MINDELL, DAVID A. Automation's Finest Hour Radar and System Integration in World/B0356-Difficult-Stepchild-Radar-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/MINDELL, DAVID A. Automation's Finest Hour Radar and System Integration in World/B0356-difficult-stepchild-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/MINDELL, DAVID A. Automation's Finest Hour Radar and System Integration in World/B0357-mindell-notes-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/Personas, Participatory Design and Product Development An Infrastructure for Engagement/B0358-personas-participatory-design-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,"00-books-result/Personas, Participatory Design and Product Development An Infrastructure for Engagement/B0360-personas-full-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/B0362-pioneers-title-page-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/B0366-Jubilee-Edition-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/B0367-Pioneers-full-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/SEAGO, ALEX, AND ANTHONY DUNNE. New Methods in Art and Design Research The Objec/B0368-New-Methodologies-Art-Design-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/SEAGO, ALEX, AND ANTHONY DUNNE. New Methods in Art and Design Research The Objec/B0369-Object-as-Research-Discourse-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,"00-books-result/SEAGO, ALEX, AND ANTHONY DUNNE. New Methods in Art and Design Research The Objec/B0370-Seago-Dunne-full-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0372-Introduction-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0373-Historiography-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0374-Denmark-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0376-Sweden-Authorship-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0377-Degrees-Artfulness-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0378-Turning-Design-Into-Art-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P2:知识要素含噪声词:copyright"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0380-Honest-Advertisement-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0382-Hole-in-Wall-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0383-RVM-Tomra-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0385-Designing-Goldfish-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0387-Comfortable-Modernism-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0388-New-Pluralism-Jacob-Jensen-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0389-Personality-Signature-Design-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0390-Appropriation-Personalization-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0394-Modern-Still-Life-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0395-Swedish-Volvo-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0399-Chapter-3-Handwoven-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0400-Chapters-6-7-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0401-Chapters-8-9-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0402-Chapters-11-12-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0406-OCR-Authors-Introduction-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0407-OCR-Introduction-Body-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0408-OCR-Historiography-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0409-OCR-Body-8-8-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
