action,report,b_number,declared_sources,suggested_source,suggestion_score,suggestion_confidence,flags,rationale
exclude_and_rebuild,"00-books-result/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/B44133116-00000573-tif-report.md",B44133116,"00-books/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/72-00000573.tif.md",,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,"00-books-result/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/B44133118-00000575-tif-report.md",B44133118,"00-books/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/74-00000575.tif.md",,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,"00-books-result/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/B44133122-00000579-tif-report.md",B44133122,"00-books/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/78-00000579.tif.md",,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,"00-books-result/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/B44133124-00000581-tif-report.md",B44133124,"00-books/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/80-00000581.tif.md",,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,"00-books-result/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/B44133126-00000583-tif-report.md",B44133126,"00-books/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/82-00000583.tif.md",,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,"00-books-result/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/B44133130-00000587-tif-report.md",B44133130,"00-books/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/86-00000587.tif.md",,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,"00-books-result/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/B44133132-00000589-tif-report.md",B44133132,"00-books/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/88-00000589.tif.md",,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,"00-books-result/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/B44133134-00000591-tif-report.md",B44133134,"00-books/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/90-00000591.tif.md",,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,"00-books-result/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/B44133140-00000597-tif-report.md",B44133140,"00-books/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/96-00000597.tif.md",,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,"00-books-result/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/B44133142-00000599-tif-report.md",B44133142,"00-books/Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》/98-00000599.tif.md",,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
locate_source_then_reaudit,"00-books-result/Digital Design Theory_ Readings from the Field (Design -- Armstrong, Helen -- De/B0251-digital-fragment-11-report.md",B0251,,"00-books/Digital Design Theory_ Readings from the Field (Design -- Armstrong, Helen -- De/Digital Design Theory_ Readings from the Field (Design -- Armstrong, Helen -- De.md",0.091,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
exclude_and_rebuild,00-books-result/Donald A. Norman：《The Design of Everyday Things》/B44133682-Image-0004-tif-report.md,B44133682,00-books/Donald A. Norman：《The Design of Everyday Things》/04-Image 0004.tif.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/Donald A. Norman：《The Design of Everyday Things》/B44133732-Image-0014-tif-report.md,B44133732,00-books/Donald A. Norman：《The Design of Everyday Things》/14-Image 0014.tif.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/Donald A. Norman：《The Design of Everyday Things》/B44133834-Image-0232-tif-report.md,B44133834,00-books/Donald A. Norman：《The Design of Everyday Things》/232-Image 0232.tif.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/Edward R. Tufte：《The Visual Display of Quantitative Information》，1983/B44134113-img014-jpg-report.md,B44134113,00-books/Edward R. Tufte：《The Visual Display of Quantitative Information》，1983/14-img014.jpg.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/Edward R. Tufte：《The Visual Display of Quantitative Information》，1983/B44134124-img015-jpg-report.md,B44134124,00-books/Edward R. Tufte：《The Visual Display of Quantitative Information》，1983/15-img015.jpg.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/Edward R. Tufte：《The Visual Display of Quantitative Information》，1983/B44134125-img150-jpg-report.md,B44134125,00-books/Edward R. Tufte：《The Visual Display of Quantitative Information》，1983/150-img150.jpg.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/Edward R. Tufte：《The Visual Display of Quantitative Information》，1983/B44134131-img156-jpg-report.md,B44134131,00-books/Edward R. Tufte：《The Visual Display of Quantitative Information》，1983/156-img156.jpg.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/Edward R. Tufte：《The Visual Display of Quantitative Information》，1983/B44134135-img016-jpg-report.md,B44134135,00-books/Edward R. Tufte：《The Visual Display of Quantitative Information》，1983/16-img016.jpg.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/Edward R. Tufte：《The Visual Display of Quantitative Information》，1983/B44134175-img024-jpg-report.md,B44134175,00-books/Edward R. Tufte：《The Visual Display of Quantitative Information》，1983/24-img024.jpg.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
locate_source_then_reaudit,"00-books-result/Grand Designs Labor, Empire, and the Museum in Victorian Culture/B0278-Introduction-report.md",B0278,,"00-books/Grand Designs Labor, Empire, and the Museum in Victorian Culture/03-Introduction.md",0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
exclude_and_rebuild,00-books-result/John Thackara：《In the Bubble Designing in a Complex World》，2005/B44136065-Page_ii-pdf-report.md,B44136065,00-books/John Thackara：《In the Bubble Designing in a Complex World》，2005/03-Page_ii.pdf.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/John Thackara：《In the Bubble Designing in a Complex World》，2005/B44136069-Page_vi-pdf-report.md,B44136069,00-books/John Thackara：《In the Bubble Designing in a Complex World》，2005/07-Page_vi.pdf.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/John Thackara：《In the Bubble Designing in a Complex World》，2005/B44136083-Page_x-pdf-report.md,B44136083,00-books/John Thackara：《In the Bubble Designing in a Complex World》，2005/11-Page_x.pdf.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/John Thackara：《In the Bubble Designing in a Complex World》，2005/B44136098-Page_112-pdf-report.md,B44136098,00-books/John Thackara：《In the Bubble Designing in a Complex World》，2005/123-Page_112.pdf.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/John Thackara：《In the Bubble Designing in a Complex World》，2005/B44136151-Page_160-pdf-report.md,B44136151,00-books/John Thackara：《In the Bubble Designing in a Complex World》，2005/171-Page_160.pdf.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/John Thackara：《In the Bubble Designing in a Complex World》，2005/B44136206-Page_210-pdf-report.md,B44136206,00-books/John Thackara：《In the Bubble Designing in a Complex World》，2005/221-Page_210.pdf.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/John Thackara：《In the Bubble Designing in a Complex World》，2005/B44136285-Page_282-pdf-report.md,B44136285,00-books/John Thackara：《In the Bubble Designing in a Complex World》，2005/293-Page_282.pdf.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/John Thackara：《In the Bubble Designing in a Complex World》，2005/B44136300-Page_296-pdf-report.md,B44136300,00-books/John Thackara：《In the Bubble Designing in a Complex World》，2005/307-Page_296.pdf.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
exclude_and_rebuild,00-books-result/John Thackara：《In the Bubble Designing in a Complex World》，2005/B44136329-Page_322-pdf-report.md,B44136329,00-books/John Thackara：《In the Bubble Designing in a Complex World》，2005/333-Page_322.pdf.md,,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
